d       s       a       m_i     
487     13      55      1 3 5 3 19 27 107 223 15 149 1777 2211 2241 
488     13      69      1 1 1 1 5 37 87 59 435 37 1771 1675 6241 
489     13      70      1 3 1 7 29 51 83 41 11 545 995 1625 4883 
490     13      79      1 1 1 5 15 43 57 111 55 921 567 1767 1849 
491     13      82      1 1 5 15 5 49 3 23 307 691 1727 2297 6705 
492     13      87      1 3 7 5 31 1 111 53 499 1017 1889 1955 1327 
493     13      93      1 3 7 11 17 35 71 223 149 743 319 3157 5961 
494     13      94      1 1 1 3 21 31 27 79 353 753 341 2121 5455 
495     13      97      1 1 5 3 21 29 27 91 111 359 27 2383 7149 
496     13      100     1 3 7 9 5 51 115 65 275 211 1519 2247 2065 
497     13      112     1 1 1 15 27 7 21 173 79 357 693 873 879 
498     13      121     1 3 1 7 25 47 53 123 491 707 1723 1139 3757 
499     13      134     1 1 7 5 15 55 103 17 17 345 1477 3423 7527 
500     13      138     1 3 1 13 1 3 55 85 251 389 631 117 4879 
501     13      148     1 1 7 1 29 33 17 3 303 299 465 1709 1111 
502     13      151     1 1 7 5 3 29 111 249 383 611 859 1555 7387 
503     13      157     1 3 5 5 29 41 33 63 395 53 351 247 5317 
504     13      161     1 1 5 7 11 63 121 131 249 451 619 2395 4575 
505     13      179     1 3 7 3 3 43 37 211 385 289 791 735 4683 
506     13      181     1 1 3 11 7 13 53 7 497 771 903 119 6601 
507     13      188     1 3 7 1 3 61 117 237 427 335 1749 3105 6493 
508     13      196     1 3 5 7 11 55 121 93 3 953 433 2663 1633 
509     13      203     1 1 7 1 7 51 43 31 31 819 791 1071 569 
510     13      206     1 3 5 11 17 37 71 97 69 681 1133 2425 3217 
511     13      223     1 1 1 15 9 15 31 131 113 567 593 1781 6715 
512     13      224     1 1 7 9 29 25 39 159 495 507 1253 409 6723 
513     13      227     1 1 1 5 13 29 25 197 489 853 87 3173 6389 
514     13      230     1 1 7 11 11 7 27 227 347 777 893 1007 1953 
515     13      239     1 1 3 7 31 9 61 39 251 1 1297 2861 2593 
516     13      241     1 1 5 1 15 45 3 147 143 279 2045 649 5579 
517     13      248     1 1 5 5 9 51 3 249 253 533 1305 1749 1287 
518     13      253     1 3 7 9 13 15 85 165 183 943 41 4061 5845 
519     13      268     1 3 3 1 23 31 49 247 287 83 1833 1249 2789 
520     13      274     1 3 3 7 7 53 125 211 145 837 515 1971 6201 
521     13      283     1 3 3 11 13 11 87 11 33 355 1049 3053 4801 
522     13      286     1 3 5 13 23 25 63 221 385 217 687 455 4083 
523     13      289     1 1 5 1 3 21 119 79 207 693 925 1519 3981 
524     13      301     1 1 3 11 21 35 21 21 297 461 793 1679 1285 
525     13      302     1 3 5 13 31 23 11 129 189 933 283 3435 4593 
526     13      316     1 3 1 1 13 11 113 35 199 149 181 3183 6205 
527     13      319     1 3 1 9 7 59 105 161 63 821 13 2561 755 
528     13      324     1 1 1 7 27 3 87 243 279 13 1341 2383 6005 
529     13      331     1 3 3 13 27 25 91 205 275 663 1875 2399 4179 
530     13      333     1 1 7 15 27 25 51 235 391 951 759 285 3443 
531     13      345     1 3 3 5 1 33 57 107 137 851 1937 1003 2427 
532     13      351     1 1 5 11 27 3 27 81 303 151 433 1893 587 
533     13      358     1 1 1 9 25 45 113 173 471 191 1031 2119 4853 
534     13      375     1 1 7 11 27 23 107 229 485 197 1925 1809 7775 
535     13      379     1 1 1 3 31 61 91 47 3 643 1487 2563 3893 
536     13      381     1 1 7 15 19 27 97 109 283 67 335 3707 1909 
537     13      386     1 1 1 11 23 59 101 249 121 919 1385 2119 7389 
538     13      403     1 1 7 11 7 29 33 111 243 617 125 3887 727 
539     13      405     1 1 3 1 7 41 91 177 315 555 1653 1725 8069 
540     13      419     1 1 5 15 3 63 53 31 177 451 141 3727 1695 
541     13      426     1 1 3 15 25 37 17 229 75 705 327 1367 807 
542     13      428     1 3 5 5 27 1 35 97 171 167 1077 25 5497 
543     13      439     1 1 7 7 11 17 105 41 53 389 941 3273 967 
544     13      440     1 3 3 15 11 61 125 155 361 229 1981 1647 5077 
545     13      446     1 3 1 15 5 11 35 203 425 509 993 1861 1977 
546     13      451     1 3 5 15 25 7 55 89 101 939 7 3535 7543 
547     13      454     1 1 3 1 19 45 117 249 261 529 1299 597 7207 
548     13      458     1 3 5 13 17 47 73 231 353 941 325 115 4005 
549     13      465     1 3 1 9 5 29 11 161 461 793 813 3755 7017 
550     13      468     1 3 3 15 23 21 83 47 143 279 1009 3315 3801 
551     13      472     1 1 7 9 21 55 31 129 325 59 701 2227 1491 
552     13      475     1 1 7 1 21 41 87 151 269 885 795 4087 2919 
553     13      477     1 1 3 11 7 19 103 45 461 109 1921 2497 4969 
554     13      496     1 1 3 7 7 49 9 185 95 277 1325 2393 7585 
555     13      502     1 3 3 13 13 1 71 77 245 865 1693 2187 2589 
556     13      508     1 3 1 15 19 59 17 189 101 511 23 677 4091 
557     13      517     1 3 5 7 9 45 45 233 47 973 795 2339 595 
558     13      521     1 3 1 7 15 35 79 53 429 299 389 237 2261 
559     13      527     1 3 1 1 9 35 27 169 85 755 145 91 257 
560     13      530     1 3 7 11 25 33 41 151 11 401 1335 2111 3309 
561     13      532     1 1 7 3 17 1 61 253 289 917 1157 1513 4783 
562     13      542     1 1 5 7 23 51 59 171 161 815 969 1199 4137 
563     13      552     1 3 3 7 7 27 81 175 89 145 19 1469 3775 
564     13      555     1 3 1 7 7 33 95 179 177 375 1077 3711 2903 
565     13      560     1 3 1 15 15 27 127 245 307 949 1037 3753 4993 
566     13      566     1 3 3 7 29 15 59 39 9 331 1877 3565 6483 
567     13      575     1 1 5 3 1 41 29 185 351 837 747 3263 749 
568     13      577     1 1 7 1 19 47 1 239 489 79 767 1123 8145 
569     13      589     1 3 7 15 7 39 23 239 465 981 185 837 7837 
570     13      590     1 3 5 5 23 15 21 221 259 663 185 1203 2857 
571     13      602     1 1 3 5 31 43 107 199 117 161 403 2227 7969 
572     13      607     1 1 3 5 5 5 105 153 349 601 815 939 3547 
573     13      608     1 1 7 15 23 33 85 51 309 63 1799 1599 1711 
574     13      611     1 1 7 3 15 41 71 169 87 381 1695 3189 3343 
575     13      613     1 1 7 11 15 57 81 107 57 773 111 2741 6399 
576     13      625     1 1 5 15 5 55 65 35 387 797 1093 4039 3041 
577     13      644     1 1 5 3 29 5 87 235 503 539 483 2785 4211 
578     13      651     1 1 3 5 11 53 101 83 61 97 411 2063 2951 
579     13      654     1 1 1 5 25 33 45 253 183 251 1323 1891 5143 
580     13      656     1 1 5 11 7 61 67 201 465 851 1 1533 2839 
581     13      662     1 3 3 7 15 3 51 9 425 671 223 2203 481 
582     13      668     1 1 1 7 25 5 45 153 479 437 221 1085 455 
583     13      681     1 3 7 1 7 53 65 35 153 423 989 2779 4787 
584     13      682     1 3 1 3 29 43 7 219 47 431 627 3735 383 
585     13      689     1 1 5 13 31 49 121 29 235 325 1247 1765 7173 
586     13      696     1 1 1 9 25 15 73 167 191 215 259 111 2289 
587     13      699     1 3 7 9 23 1 119 15 155 153 1419 667 6309 
588     13      707     1 1 5 13 7 53 91 161 445 283 571 3623 5737 
589     13      709     1 3 3 5 3 39 29 47 393 871 345 805 8167 
590     13      714     1 3 1 5 21 9 1 169 471 693 53 967 4145 
591     13      716     1 3 7 11 17 19 123 133 511 15 675 3935 5465 
592     13      719     1 3 5 13 25 51 63 87 503 61 907 105 7599 
593     13      727     1 3 5 13 27 3 67 189 193 131 1227 227 1975 
594     13      734     1 3 5 5 31 17 89 187 391 575 1715 2551 5371 
595     13      738     1 3 1 9 11 63 9 251 399 703 1557 107 675 
596     13      743     1 3 5 15 29 55 15 65 51 811 1387 3815 7973 
597     13      747     1 3 1 13 19 33 87 7 183 97 2011 3849 3015 
598     13      757     1 1 3 11 29 57 27 185 457 181 1341 2033 2181 
599     13      769     1 3 7 5 25 19 19 147 101 73 499 897 3053 
600     13      770     1 3 5 5 29 29 109 5 197 581 1829 3679 283 
601     13      776     1 3 5 1 27 63 71 131 309 193 1663 3009 1041 
602     13      790     1 3 3 5 19 29 95 173 195 205 207 3597 2223 
603     13      799     1 1 5 1 3 45 127 251 175 663 415 1789 6577 
604     13      805     1 3 1 9 1 51 73 165 377 525 381 2829 4619 
605     13      809     1 3 1 15 23 19 79 115 297 75 1505 1407 5865 
606     13      812     1 1 1 5 27 33 93 123 449 747 2027 51 4507 
607     13      820     1 3 1 7 13 39 49 111 101 247 1375 3577 6769 
608     13      827     1 1 7 9 19 49 35 139 57 527 1943 1781 1839 
609     13      829     1 3 7 7 3 7 67 163 289 139 1415 2149 7501 
610     13      835     1 3 5 5 13 47 21 47 3 105 473 2013 2443 
611     13      841     1 1 3 13 31 25 21 75 505 795 1311 2467 5541 
612     13      844     1 1 5 1 25 15 21 113 427 249 293 1089 1589 
613     13      856     1 1 7 5 17 11 3 211 219 37 781 1299 3669 
614     13      859     1 3 1 15 23 3 55 59 273 947 1647 3111 2615 
615     13      862     1 1 3 7 21 33 81 253 267 499 299 4015 1669 
616     13      865     1 3 7 5 5 17 75 205 53 237 1791 3671 4205 
617     13      885     1 3 1 5 3 59 77 39 295 649 1219 3971 7675 
618     13      890     1 3 5 15 1 1 13 207 445 91 571 869 359 
619     13      905     1 3 5 5 15 35 79 175 313 745 1689 1499 5899 
620     13      916     1 3 7 7 19 51 57 131 491 301 1405 3789 6081 
621     13      925     1 1 3 9 27 53 55 193 413 535 715 2823 2063 
622     13      935     1 1 7 13 31 47 47 99 441 125 999 3575 8007 
623     13      939     1 1 1 11 17 45 67 27 329 267 773 565 5559 
624     13      942     1 1 7 11 31 23 125 117 373 523 571 1385 3841 
625     13      949     1 3 7 15 3 15 63 91 23 97 311 3045 2025 
626     13      953     1 3 7 5 29 37 105 63 511 35 537 4047 7449 
627     13      956     1 3 1 13 5 9 29 51 269 395 1737 2097 199 
628     13      961     1 3 7 15 23 33 71 111 497 369 1265 2937 1883 
629     13      968     1 1 3 3 3 49 117 243 57 83 3 3319 5711 
630     13      976     1 1 5 11 25 41 29 123 405 623 1537 3467 699 
631     13      988     1 3 7 13 17 5 87 103 501 581 713 1535 4637 
632     13      995     1 3 3 3 25 59 91 241 163 537 1249 3427 6647 
633     13      997     1 3 7 1 27 7 49 219 51 989 599 2593 6051 
634     13      1007    1 1 7 9 17 19 31 23 199 729 819 287 4689 
635     13      1015    1 1 1 11 13 49 97 229 411 29 1815 3761 3849 
636     13      1016    1 3 1 1 23 35 15 33 3 865 995 1263 3779 
637     13      1027    1 1 7 7 17 1 103 117 455 93 599 1075 4389 
638     13      1036    1 3 7 5 27 3 67 117 101 443 1773 3731 629 
639     13      1039    1 3 1 11 9 51 63 217 273 425 1889 1113 3799 
640     13      1041    1 1 3 3 25 13 37 89 429 493 637 3287 6733 
641     13      1048    1 1 1 9 17 29 45 89 141 633 243 4035 1835 
642     13      1053    1 1 1 9 15 41 61 239 349 3 1669 1767 6257 
643     13      1054    1 3 5 11 21 41 17 65 495 879 1891 667 3807 
644     13      1058    1 1 5 11 7 25 101 231 159 287 1125 3859 4331 
645     13      1075    1 1 1 9 13 59 23 85 393 611 1213 7 5707 
646     13      1082    1 3 5 15 13 33 61 255 163 465 641 703 6391 
647     13      1090    1 1 3 3 29 41 25 19 247 973 1815 235 7215 
648     13      1109    1 1 3 11 17 43 83 105 493 663 1395 1079 745 
649     13      1110    1 1 3 13 17 53 5 55 31 459 673 1253 5601 
650     13      1119    1 3 7 7 1 49 85 73 265 555 43 2235 6787 
651     13      1126    1 1 7 5 15 3 43 201 289 755 1605 1927 6179 
652     13      1130    1 1 7 9 15 5 101 19 17 879 1155 3845 3225 
653     13      1135    1 3 5 15 15 63 103 133 209 121 1865 4039 3335 
654     13      1137    1 3 7 11 15 51 87 241 455 431 1111 1319 1959 
655     13      1140    1 3 7 5 21 47 67 251 91 575 481 3269 1473 
656     13      1149    1 3 1 1 23 5 37 169 105 803 1765 1823 5081 
657     13      1156    1 1 7 9 1 37 55 175 431 77 171 3759 1227 
658     13      1159    1 3 7 9 3 61 111 139 87 649 243 1109 1303 
659     13      1160    1 3 1 11 17 25 9 117 227 821 1219 2567 5851 
660     13      1165    1 1 7 1 19 53 89 57 29 885 275 2289 4341 
661     13      1173    1 3 1 5 5 1 43 237 235 667 1433 2497 5535 
662     13      1178    1 1 1 11 21 9 29 165 153 157 1209 817 7819 
663     13      1183    1 3 1 5 1 37 33 9 493 497 1469 357 5929 
664     13      1184    1 3 3 9 25 55 5 157 397 461 537 1085 6737 
665     13      1189    1 3 3 13 3 61 83 5 5 243 1745 845 1965 
666     13      1194    1 3 1 3 31 63 3 75 355 799 417 791 2763 
667     13      1211    1 3 3 11 5 31 99 163 69 699 809 1651 7249 
668     13      1214    1 1 7 3 29 53 51 185 379 743 611 963 5631 
669     13      1216    1 1 5 11 21 15 59 75 121 247 307 2483 2861 
670     13      1225    1 1 1 5 21 5 33 43 225 675 213 3081 5047 
671     13      1231    1 3 3 15 29 45 19 19 15 605 1531 1305 7725 
672     13      1239    1 3 1 5 19 21 73 131 37 667 1953 1211 7499 
673     13      1243    1 3 1 5 13 3 105 151 131 965 1953 335 4991 
674     13      1246    1 3 1 13 23 37 81 147 353 125 141 4017 7543 
675     13      1249    1 1 1 7 15 13 25 107 431 327 1069 155 1729 
676     13      1259    1 1 5 1 19 3 51 113 349 845 1157 1771 4923 
677     13      1273    1 1 3 7 17 19 47 249 215 959 659 3989 3719 
678     13      1274    1 3 5 5 27 57 41 29 153 1007 1209 1373 2847 
679     13      1281    1 3 5 7 5 21 23 67 127 755 211 2517 8161 
680     13      1287    1 1 7 15 1 5 65 197 435 275 473 1333 3669 
681     13      1294    1 3 7 1 17 19 61 11 425 717 351 2323 6575 
682     13      1296    1 1 7 3 29 13 115 19 235 371 81 3107 3103 
683     13      1305    1 1 3 1 23 19 57 179 7 405 217 3159 6675 
684     13      1306    1 3 3 3 19 39 121 195 205 489 1959 3617 799 
685     13      1318    1 3 5 9 19 35 115 3 17 201 671 1847 597 
686     13      1332    1 3 1 3 7 1 121 77 163 769 977 1223 4215 
687     13      1335    1 1 1 15 9 13 33 57 271 733 1699 3083 813 
688     13      1336    1 1 7 7 15 49 101 183 339 129 1865 2697 3131 
689     13      1341    1 3 1 3 9 39 33 141 459 971 1621 3893 4393 
690     13      1342    1 1 3 3 27 61 53 79 375 613 663 2325 4707 
691     13      1362    1 1 7 1 27 59 59 179 173 333 649 1053 555 
692     13      1364    1 3 3 13 15 55 25 91 45 739 1769 1341 2007 
693     13      1368    1 1 3 15 9 59 27 45 133 941 1037 1559 7145 
694     13      1378    1 3 5 1 13 5 3 167 235 609 1023 1967 771 
695     13      1387    1 1 1 15 19 15 45 143 309 697 337 3399 3599 
696     13      1389    1 1 5 3 9 1 19 41 39 1003 997 1357 5849 
697     13      1397    1 3 3 7 29 37 9 165 9 855 337 2363 2633 
698     13      1401    1 3 5 1 23 19 97 55 411 623 287 3365 7675 
699     13      1408    1 3 3 3 11 1 47 81 377 85 859 3717 1979 
700     13      1418    1 1 3 1 11 3 125 43 471 127 341 2943 231 
701     13      1425    1 1 5 15 29 21 101 193 389 727 1397 2799 4387 
702     13      1426    1 3 5 15 27 19 13 195 105 5 985 767 4573 
703     13      1431    1 1 5 3 13 29 33 123 107 353 723 3821 5425 
704     13      1435    1 3 5 11 23 11 69 219 15 735 1015 431 6511 
705     13      1441    1 3 1 1 27 49 79 91 201 365 255 1309 7165 
706     13      1444    1 3 1 13 21 61 39 111 71 137 551 3237 6681 
707     13      1462    1 3 5 13 19 21 121 227 381 677 421 449 5375 
708     13      1471    1 1 7 5 1 23 95 199 509 197 829 941 2269 
709     13      1474    1 3 7 5 21 61 119 59 97 841 453 2439 7345 
710     13      1483    1 1 1 3 23 21 19 245 281 841 273 1967 2129 
711     13      1485    1 3 3 5 7 43 19 253 239 421 461 4023 6981 
712     13      1494    1 3 1 11 25 3 109 107 55 781 1109 101 889 
713     13      1497    1 3 7 13 1 21 27 3 303 557 1381 407 1849 
714     13      1516    1 1 3 13 3 61 121 119 453 137 2039 3333 333 
715     13      1522    1 3 5 1 21 9 113 9 413 301 1795 2827 1837 
716     13      1534    1 3 5 15 13 31 119 107 445 277 1555 2121 2173 
717     13      1543    1 1 1 5 9 5 5 97 191 949 1603 2181 6879 
718     13      1552    1 3 3 9 5 47 77 43 483 137 61 1811 5309 
719     13      1557    1 3 7 11 25 63 107 207 23 231 1685 4009 391 
720     13      1558    1 3 7 9 3 35 119 83 193 269 289 3051 8137 
721     13      1567    1 3 3 11 25 25 17 243 195 503 1797 1913 749 
722     13      1568    1 3 1 13 5 35 101 57 185 881 2005 3493 2715 
723     13      1574    1 3 1 11 25 51 113 177 175 855 1727 1901 8181 
724     13      1592    1 1 3 9 9 63 109 233 205 357 499 3367 1189 
725     13      1605    1 3 1 15 17 11 35 135 501 319 1465 2095 5269 
726     13      1606    1 1 3 9 1 27 99 201 67 269 135 3891 4067 
727     13      1610    1 1 1 9 15 37 83 135 3 645 499 2597 2705 
728     13      1617    1 3 1 7 17 33 89 51 295 809 743 27 2599 
729     13      1623    1 1 7 1 5 55 11 97 177 515 1651 1183 5803 
730     13      1630    1 1 3 11 21 3 39 249 55 891 1681 709 7833 
731     13      1634    1 3 5 13 11 21 81 21 99 223 355 2015 7195 
732     13      1640    1 3 7 11 25 23 9 131 417 583 1927 277 2923 
733     13      1643    1 1 5 5 1 43 35 87 471 499 1411 2867 2477 
734     13      1648    1 1 5 9 25 43 83 103 183 527 483 935 7097 
735     13      1651    1 1 5 7 31 13 49 169 135 885 1367 2627 5917 
736     13      1653    1 3 7 5 1 39 97 167 95 745 1067 805 2885 
737     13      1670    1 3 7 15 31 41 1 147 15 795 323 309 5075 
738     13      1676    1 3 7 5 23 3 65 143 183 671 993 547 5971 
739     13      1684    1 3 7 1 21 59 29 45 367 363 1707 541 7045 
740     13      1687    1 1 7 15 11 25 77 33 409 495 1713 1479 2857 
741     13      1691    1 1 3 1 11 59 113 217 313 79 379 627 3917 
742     13      1693    1 1 1 15 31 61 73 211 419 965 1817 3965 1425 
743     13      1698    1 1 7 13 9 9 61 119 223 387 595 191 1723 
744     13      1709    1 3 5 3 25 49 83 175 329 1003 729 1399 6553 
745     13      1715    1 1 5 9 5 37 31 43 365 403 1485 1621 3753 
746     13      1722    1 3 5 7 17 5 125 219 311 1 639 1939 4367 
747     13      1732    1 3 5 3 21 63 119 31 151 325 1063 2477 1223 
748     13      1735    1 1 5 13 15 23 1 141 105 21 747 161 3555 
749     13      1747    1 3 7 1 31 21 11 27 267 205 1569 765 1357 
750     13      1749    1 1 3 9 23 59 93 51 81 367 1545 1161 3481 
751     13      1754    1 3 7 11 15 51 43 205 237 617 1075 1051 5285 
752     13      1777    1 3 7 3 11 5 95 203 495 661 1119 1095 3391 
753     13      1784    1 3 3 1 25 39 59 159 273 101 1887 417 3423 
754     13      1790    1 3 5 13 23 45 13 87 139 313 1527 3739 7009 
755     13      1795    1 1 5 1 23 43 127 149 63 823 1075 3123 3079 
756     13      1801    1 1 7 3 11 1 29 127 313 971 1363 1765 6439 
757     13      1802    1 1 3 13 1 19 61 125 345 51 273 2783 5255 
758     13      1812    1 1 1 7 29 33 21 239 351 481 795 2865 2235 
759     13      1828    1 3 3 3 19 31 41 125 327 169 837 753 191 
760     13      1831    1 3 7 15 5 15 5 109 333 127 2021 441 6307 
761     13      1837    1 3 7 9 23 39 79 235 27 573 1989 1401 7597 
762     13      1838    1 1 7 3 23 29 119 53 105 609 1139 321 1111 
763     13      1840    1 1 7 13 13 43 3 211 389 563 1047 1373 4669 
764     13      1845    1 3 3 1 9 7 1 135 455 539 1681 1851 4585 
765     13      1863    1 3 1 13 19 45 65 109 391 563 753 2405 2623 
766     13      1864    1 3 1 13 31 41 29 153 507 559 877 125 4827 
767     13      1867    1 1 7 3 15 53 39 1 143 351 505 1213 4829 
768     13      1870    1 1 5 5 27 49 39 101 501 239 1233 1695 6929 
769     13      1877    1 1 5 9 13 29 103 185 343 943 1709 801 1227 
770     13      1881    1 1 1 3 3 1 63 23 199 53 1629 325 7609 
771     13      1884    1 3 7 1 11 47 61 171 71 493 2035 869 5925 
772     13      1903    1 1 7 7 5 3 95 163 89 395 1033 2051 5589 
773     13      1917    1 3 5 9 3 21 29 143 333 805 267 4077 383 
774     13      1918    1 1 3 13 9 17 87 163 107 1011 1099 3395 987 
775     13      1922    1 3 1 1 5 51 71 249 441 513 791 1831 2757 
776     13      1924    1 1 3 13 23 7 101 211 289 1001 1623 3239 1685 
777     13      1928    1 1 5 15 31 53 91 245 143 237 557 3099 3737 
778     13      1931    1 3 1 1 5 27 51 173 321 85 1385 9 1887 
779     13      1951    1 3 1 15 11 17 49 97 121 189 2031 565 7513 
780     13      1952    1 1 5 5 1 3 55 157 27 783 1543 2645 1079 
781     13      1957    1 1 5 11 27 9 83 155 17 147 1561 3213 4483 
782     13      1958    1 3 5 15 23 63 127 97 459 869 671 3287 995 
783     13      1964    1 3 3 1 5 1 89 229 269 493 709 2719 4803 
784     13      1967    1 1 3 3 27 5 85 55 491 781 711 3193 2051 
785     13      1970    1 1 5 13 21 9 31 107 381 613 991 2289 325 
786     13      1972    1 3 7 11 11 47 115 103 101 945 1993 1345 2031 
787     13      1994    1 3 7 11 27 59 123 73 85 975 397 2619 2095 
788     13      2002    1 1 1 13 19 31 87 45 39 43 1041 2015 5859 
789     13      2007    1 1 3 15 5 19 47 193 293 961 113 3013 889 
790     13      2008    1 1 1 3 31 61 61 209 493 785 1825 3779 8095 
791     13      2023    1 1 3 9 17 51 103 255 133 165 281 3945 2779 
792     13      2030    1 1 7 3 9 33 105 29 449 231 1393 1071 5043 
793     13      2035    1 1 7 5 29 35 115 1 467 969 343 2291 5099 
794     13      2038    1 1 3 5 13 21 99 151 13 861 189 1709 4943 
795     13      2042    1 1 7 15 5 41 53 89 235 515 1819 3907 4861 
796     13      2047    1 3 5 1 7 15 75 65 247 581 853 445 7623 
797     13      2051    1 1 3 5 25 29 27 73 359 729 1991 1075 8107 
798     13      2058    1 1 3 1 5 35 83 119 385 657 1085 2707 4403 
799     13      2060    1 3 5 5 25 55 51 205 257 887 827 2795 925 
800     13      2071    1 1 3 1 5 29 113 195 439 241 127 2783 2577 
801     13      2084    1 3 1 11 15 47 7 149 81 897 235 3935 6981 
802     13      2087    1 3 3 1 27 5 69 125 377 829 1549 3025 2319 
803     13      2099    1 1 7 15 15 19 3 205 291 209 1817 2439 1001 
804     13      2108    1 1 7 9 21 7 101 17 13 615 137 1821 1387 
805     13      2111    1 3 3 11 21 27 61 133 183 699 245 527 471 
806     13      2120    1 3 3 13 5 25 111 69 417 271 1545 2729 475 
807     13      2128    1 3 5 15 11 47 93 93 311 775 789 1163 1563 
808     13      2138    1 3 5 1 13 63 27 113 449 971 1021 73 1229 
809     13      2143    1 3 3 15 17 37 103 13 91 823 1767 1295 6941 
810     13      2144    1 1 3 9 15 59 125 91 195 409 65 2873 1921 
811     13      2153    1 3 1 7 17 31 21 251 145 385 1385 1505 5735 
812     13      2156    1 3 7 11 17 19 85 85 81 583 889 669 5187 
813     13      2162    1 1 5 9 23 53 97 217 129 517 271 2967 3937 
814     13      2167    1 1 1 13 3 45 49 193 35 671 1039 2841 4547 
815     13      2178    1 3 1 15 21 29 5 91 23 247 1701 1585 1493 
816     13      2183    1 3 3 11 15 31 21 165 153 607 221 2781 6159 
817     13      2202    1 3 7 15 15 27 107 25 457 995 849 877 407 
818     13      2211    1 3 1 15 7 17 37 31 203 585 369 609 2509 
819     13      2214    1 3 1 11 17 5 17 71 453 171 1317 1985 5817 
820     13      2223    1 1 5 5 23 39 123 179 49 19 1337 1051 5289 
821     13      2225    1 3 1 13 17 43 47 139 21 851 1253 1939 299 
822     13      2232    1 1 7 1 3 35 57 115 481 653 1975 1319 5225 
823     13      2237    1 3 7 15 5 13 3 249 21 791 1349 1961 6975 
824     13      2257    1 1 5 11 17 3 97 103 201 313 939 693 5397 
825     13      2260    1 1 7 9 29 59 35 91 135 19 1505 1715 3335 
826     13      2267    1 3 5 1 17 53 59 217 1 305 1257 3773 3509 
827     13      2274    1 3 7 7 5 29 47 245 487 525 1409 245 6427 
828     13      2276    1 3 5 15 25 39 49 153 461 1003 1527 2883 3499 
829     13      2285    1 1 7 13 23 11 15 163 9 77 1853 1679 1023 
830     13      2288    1 3 7 13 3 55 101 229 327 537 79 3947 6259 
831     13      2293    1 3 7 5 9 39 3 151 439 181 1473 3613 7425 
832     13      2294    1 3 7 11 21 5 53 11 39 455 1131 393 1525 
833     13      2297    1 1 1 7 5 45 49 229 173 567 1285 2317 2207 
834     13      2303    1 1 1 7 5 33 53 241 477 161 1607 1253 4497 
835     13      2308    1 1 7 15 11 3 107 187 249 529 905 2883 7777 
836     13      2311    1 1 5 7 17 13 123 7 449 627 1679 569 4145 
837     13      2318    1 1 1 1 3 29 57 219 209 51 1475 2989 7373 
838     13      2323    1 3 3 5 19 33 95 241 257 465 1305 189 269 
839     13      2332    1 1 3 1 13 11 67 53 157 693 1583 739 3827 
840     13      2341    1 1 3 9 17 9 5 7 421 425 1851 3847 5147 
841     13      2345    1 1 3 3 23 47 123 215 11 643 1543 1859 4073 
842     13      2348    1 1 1 11 5 35 79 55 225 773 1717 2891 563 
843     13      2354    1 1 1 15 5 17 115 3 107 33 1897 3677 4313 
844     13      2368    1 1 5 7 5 57 75 65 177 269 733 3837 1211 
845     13      2377    1 1 5 15 25 45 125 159 501 17 693 1083 1801 
846     13      2380    1 3 5 3 15 17 17 159 421 449 83 1367 7719 
847     13      2383    1 3 7 3 7 31 121 43 491 501 335 2731 1959 
848     13      2388    1 1 1 11 7 1 43 187 437 113 1205 1255 1319 
849     13      2395    1 1 5 15 15 49 103 139 187 697 907 1229 3205 
850     13      2397    1 1 5 13 9 19 25 89 345 229 1325 859 527 
851     13      2401    1 1 1 3 3 63 105 11 407 131 679 3069 4153 
852     13      2411    1 1 3 11 21 27 113 59 409 845 309 2639 129 
853     13      2413    1 1 5 15 21 47 55 237 201 103 331 3531 4965 
854     13      2419    1 1 5 11 9 11 85 49 209 333 1993 511 7347 
855     13      2435    1 1 5 13 25 49 109 241 297 677 313 657 4503 
856     13      2442    1 1 1 15 23 57 61 117 461 559 837 2781 709 
857     13      2455    1 1 3 3 31 13 109 167 389 1021 1437 31 811 
858     13      2472    1 1 1 9 21 17 19 61 241 445 1935 3161 4061 
859     13      2478    1 3 5 5 17 5 59 117 241 913 1315 1597 713 
860     13      2490    1 3 1 15 5 41 91 191 43 49 1491 4051 2317 
861     13      2507    1 1 1 3 13 33 53 39 341 341 617 2627 421 
862     13      2509    1 3 3 15 23 25 47 251 405 659 721 229 2269 
863     13      2517    1 1 3 3 25 19 123 53 59 805 2033 1693 6223 
864     13      2524    1 1 1 3 13 45 67 67 199 925 145 775 7923 
865     13      2528    1 1 5 7 17 23 49 37 185 253 1743 2771 6899 
866     13      2531    1 3 5 5 15 53 75 185 17 379 1091 4029 5399 
867     13      2538    1 1 1 9 13 37 101 33 499 723 57 467 7227 
868     13      2545    1 1 7 1 21 49 17 49 417 895 1099 3199 7059 
869     13      2546    1 1 5 13 27 35 49 35 213 799 197 3599 4135 
870     13      2555    1 3 5 3 31 33 61 127 87 343 845 1699 3897 
871     13      2557    1 3 1 11 7 59 19 161 119 377 1637 2025 849 
872     13      2564    1 1 3 3 3 51 3 67 77 357 295 2383 7423 
873     13      2573    1 3 1 3 23 25 67 29 433 49 901 1641 3021 
874     13      2579    1 3 7 3 25 59 15 181 193 809 1089 423 1629 
875     13      2592    1 3 5 1 3 19 53 45 277 411 455 9 3651 
876     13      2598    1 3 7 15 13 33 37 15 489 275 1113 3371 3915 
